;704;13 mai 2018 00:38:16;100;98;
;203;8 mai 2018 18:46:45;100;122;
;109;6 mai 2018 15:08:30;100;126;
;0;31 mars 2020 13:57:35;100;129;
;0;31 mars 2020 16:34:43;100;200;
;601;10 mai 2018 18:09:18;99;94;
;105;6 mai 2018 15:05:11;97;168;
;110;6 mai 2018 15:10:46;62;58;
;302;10 mai 2018 16:50:22;47;76;
;0;31 mars 2020 16:31:17;26;32;
