;3301;13 mai 2018 12:12:10;100;8;
;1203;6 mai 2018 15:00:57;100;12;
;0;22 juin 2018 20:11:57;100;12;
;0;31 mars 2020 18:27:08;100;12;
;3601;13 mai 2018 13:16:49;100;13;
;2002;8 mai 2018 22:26:58;100;13;
;2503;10 mai 2018 18:28:46;100;13;
;3502;13 mai 2018 12:35:27;100;13;
;0;29 mars 2020 15:38:14;100;14;
;3201;13 mai 2018 11:59:03;100;16;
